order_no,SITE_ID,SITE,L1,L2,L3,L4,L5,L6,Cat ID,Level,Parent / Leaf,Breadcrumb,Category Friendly Name,Sheet_Label
15260,0,US,Sporting Goods,Water Sports,Wakeboarding & Waterskiing,,,,23806,3,Parent,Sporting Goods > Water Sports > Wakeboarding & Waterskiing,Wakeboarding & Waterskiing Equipment,Term Based BN?
15270,0,US,Sporting Goods,Water Sports,Wetsuits & Drysuits,,,,159149,3,Parent,Sporting Goods > Water Sports > Wetsuits & Drysuits,Wetsuits & Drysuits,Term Based BN?
15282,0,US,Sporting Goods,Winter Sports,Clothing,,,,21233,3,Parent,Sporting Goods > Winter Sports > Clothing,Winter Sports Clothing,Term Based BN?
15315,0,US,Sporting Goods,Winter Sports,Ice Skating,,,,21225,3,Parent,Sporting Goods > Winter Sports > Ice Skating,Ice Skating Equipment,Term Based BN?
15294,0,US,Sporting Goods,Winter Sports,"Skiing, Snowboarding & Snowshoeing",,,,260696,3,Parent,"Sporting Goods > Winter Sports > Skiing, Snowboarding & Snowshoeing","Skiing, Snowboarding & Snowshoeing",Term Based BN?
15324,0,US,Sporting Goods,Winter Sports,Sledding,,,,260717,3,Parent,Sporting Goods > Winter Sports > Sledding,Sledding Equipment,Term Based BN?
15328,0,US,Sporting Goods,Winter Sports,Winter Sports Tech,,,,260376,3,Parent,Sporting Goods > Winter Sports > Winter Sports Tech,Winter Sports Tech,Term Based BN?
15348,0,US,"Sports Mem, Cards & Fan Shop",Autographs-Original,Baseball-MLB,,,,27259,3,Parent,"Sports Mem, Cards & Fan Shop > Autographs-Original > Baseball-MLB",MLB Autographed Items,Term Based BN?
15364,0,US,"Sports Mem, Cards & Fan Shop",Autographs-Original,Basketball-NBA,,,,27267,3,Parent,"Sports Mem, Cards & Fan Shop > Autographs-Original > Basketball-NBA",NBA Autographed Items,Term Based BN?
15374,0,US,"Sports Mem, Cards & Fan Shop",Autographs-Original,Boxing,,,,27271,3,Parent,"Sports Mem, Cards & Fan Shop > Autographs-Original > Boxing",Boxing Autographed Items,Term Based BN?
15379,0,US,"Sports Mem, Cards & Fan Shop",Autographs-Original,College-NCAA,,,,37571,3,Parent,"Sports Mem, Cards & Fan Shop > Autographs-Original > College-NCAA",NCAA Autographed Items,Term Based BN?
15388,0,US,"Sports Mem, Cards & Fan Shop",Autographs-Original,Football-NFL,,,,27274,3,Parent,"Sports Mem, Cards & Fan Shop > Autographs-Original > Football-NFL",NFL Autographed Items,Term Based BN?
15402,0,US,"Sports Mem, Cards & Fan Shop",Autographs-Original,Golf-PGA,,,,27279,3,Parent,"Sports Mem, Cards & Fan Shop > Autographs-Original > Golf-PGA",PGA Autographed Items,Term Based BN?
15409,0,US,"Sports Mem, Cards & Fan Shop",Autographs-Original,Hockey-NHL,,,,27283,3,Parent,"Sports Mem, Cards & Fan Shop > Autographs-Original > Hockey-NHL",NHL Autographed Items,Term Based BN?
15419,0,US,"Sports Mem, Cards & Fan Shop",Autographs-Original,Olympics,,,,23798,3,Parent,"Sports Mem, Cards & Fan Shop > Autographs-Original > Olympics",Olympics Autographed Items,Term Based BN?
15423,0,US,"Sports Mem, Cards & Fan Shop",Autographs-Original,Racing-NASCAR,,,,73410,3,Parent,"Sports Mem, Cards & Fan Shop > Autographs-Original > Racing-NASCAR",NASCAR Autographed Items,Term Based BN?
15432,0,US,"Sports Mem, Cards & Fan Shop",Autographs-Original,Soccer,,,,27288,3,Parent,"Sports Mem, Cards & Fan Shop > Autographs-Original > Soccer",Soccer Autographed Items,Term Based BN?
15438,0,US,"Sports Mem, Cards & Fan Shop",Autographs-Original,Wrestling,,,,73415,3,Parent,"Sports Mem, Cards & Fan Shop > Autographs-Original > Wrestling",Wrestling Autographed Items,Term Based BN?
15478,0,US,"Sports Mem, Cards & Fan Shop",Game Used Memorabilia,Baseball-MLB,,,,60595,3,Parent,"Sports Mem, Cards & Fan Shop > Game Used Memorabilia > Baseball-MLB",Game Used MLB Memorabilia,Term Based BN?
15486,0,US,"Sports Mem, Cards & Fan Shop",Game Used Memorabilia,Football-NFL,,,,86826,3,Parent,"Sports Mem, Cards & Fan Shop > Game Used Memorabilia > Football-NFL",Game Used NFL Memorabilia,Term Based BN?
15491,0,US,"Sports Mem, Cards & Fan Shop",Game Used Memorabilia,Hockey-NHL,,,,73420,3,Parent,"Sports Mem, Cards & Fan Shop > Game Used Memorabilia > Hockey-NHL",Game Used NHL Memorabilia,Term Based BN?
15556,0,US,"Sports Mem, Cards & Fan Shop",Sports Trading Cards,Storage & Display Supplies,,,,183436,3,Parent,"Sports Mem, Cards & Fan Shop > Sports Trading Cards > Storage & Display Supplies",Sports Trading Card Storage & Display Supplies,Term Based BN?
15518,0,US,"Sports Mem, Cards & Fan Shop",Vintage Sports Memorabilia,Publications,,,,64487,3,Parent,"Sports Mem, Cards & Fan Shop > Vintage Sports Memorabilia > Publications",Vintage Sports Publications,Term Based BN?
15729,0,US,Stamps,Australia & Oceania,Australia,,,,3468,3,Parent,Stamps > Australia & Oceania > Australia,Australian Stamps,Term Based BN?
15964,0,US,Stamps,Topical Stamps,Animal Kingdom,,,,181419,3,Parent,Stamps > Topical Stamps > Animal Kingdom,Animal Kingdom Postal Stamps,Term Based BN?
15982,0,US,Stamps,Topical Stamps,Organizations,,,,168203,3,Parent,Stamps > Topical Stamps > Organizations,Organizations Postal Stamps,Term Based BN?
15991,0,US,Stamps,Topical Stamps,Sports,,,,65208,3,Parent,Stamps > Topical Stamps > Sports,Sports Postal Stamps,Term Based BN?
16004,0,US,Stamps,Topical Stamps,Transportation,,,,181418,3,Parent,Stamps > Topical Stamps > Transportation,Transportation Postal Stamps,Term Based BN?
15571,0,US,Stamps,United States,Back of Book,,,,47141,3,Parent,Stamps > United States > Back of Book,US Back of Book Stamps,Term Based BN?
15580,0,US,Stamps,United States,Covers,,,,47147,3,Parent,Stamps > United States > Covers,US Stamp Covers,Term Based BN?
16043,0,US,Toys & Hobbies,Action Figures & Accessories,Action Figures Supplies & Storage,,,,261943,3,Parent,Toys & Hobbies > Action Figures & Accessories > Action Figures Supplies & Storage,Action Figures Supplies & Storage,Term Based BN?
16054,0,US,Toys & Hobbies,Beanbag Plush,Ty,,,,19203,3,Parent,Toys & Hobbies > Beanbag Plush > Ty,Ty Beanbag Plushies,Term Based BN?
16089,0,US,Toys & Hobbies,Building Toys,Building Toys & Blocks,,,,263016,3,Parent,Toys & Hobbies > Building Toys > Building Toys & Blocks,Building Toys & Blocks,Term Based BN?
16082,0,US,Toys & Hobbies,Building Toys,LEGO (R) Building Toys,,,,183447,3,Parent,Toys & Hobbies > Building Toys > LEGO (R) Building Toys,LEGO (R) Building Toys,Term Based BN?
16104,0,US,Toys & Hobbies,Classic Toys,Yo-Yos,,,,2664,3,Parent,Toys & Hobbies > Classic Toys > Yo-Yos,Yo-Yos,Term Based BN?
16120,0,US,Toys & Hobbies,Collectible Card Games,CCG Supplies & Accessories,,,,183460,3,Parent,Toys & Hobbies > Collectible Card Games > CCG Supplies & Accessories,Collectible Card Game Supplies & Accessories,Term Based BN?
16165,0,US,Toys & Hobbies,Diecast & Toy Vehicles,"Accessories, Parts & Display",,,,180278,3,Parent,"Toys & Hobbies > Diecast & Toy Vehicles > Accessories, Parts & Display","Diecast & Toy Vehicle Accessories, Parts & Display",Term Based BN?
16134,0,US,Toys & Hobbies,Diecast & Toy Vehicles,Aircraft & Spacecraft,,,,180268,3,Parent,Toys & Hobbies > Diecast & Toy Vehicles > Aircraft & Spacecraft,Diecast Aircraft & Spacecraft,Term Based BN?
16137,0,US,Toys & Hobbies,Diecast & Toy Vehicles,Boats & Ships,,,,180269,3,Parent,Toys & Hobbies > Diecast & Toy Vehicles > Boats & Ships,Diecast Boats & Ships,Term Based BN?
16145,0,US,Toys & Hobbies,Diecast & Toy Vehicles,"Cars, Trucks & Vans",,,,180273,3,Parent,"Toys & Hobbies > Diecast & Toy Vehicles > Cars, Trucks & Vans","Diecast Cars, Trucks & Vans",Term Based BN?
16140,0,US,Toys & Hobbies,Diecast & Toy Vehicles,"Cars: Racing, NASCAR",,,,171127,3,Parent,"Toys & Hobbies > Diecast & Toy Vehicles > Cars: Racing, NASCAR",Diecast Racing Cars,Term Based BN?
16148,0,US,Toys & Hobbies,Diecast & Toy Vehicles,Construction Equipment,,,,180274,3,Parent,Toys & Hobbies > Diecast & Toy Vehicles > Construction Equipment,Diecast Construction Equipment,Term Based BN?
16151,0,US,Toys & Hobbies,Diecast & Toy Vehicles,Farm Vehicles,,,,180275,3,Parent,Toys & Hobbies > Diecast & Toy Vehicles > Farm Vehicles,Diecast Farm Vehicles,Term Based BN?
16154,0,US,Toys & Hobbies,Diecast & Toy Vehicles,Motorcycles & ATVs,,,,180276,3,Parent,Toys & Hobbies > Diecast & Toy Vehicles > Motorcycles & ATVs,Diecast Motorcycles & ATVs,Term Based BN?
16161,0,US,Toys & Hobbies,Diecast & Toy Vehicles,Other Vehicles,,,,180277,3,Parent,Toys & Hobbies > Diecast & Toy Vehicles > Other Vehicles,Other Diecast Vehicles,Term Based BN?
16158,0,US,Toys & Hobbies,Diecast & Toy Vehicles,Vehicle Banks,,,,43845,3,Parent,Toys & Hobbies > Diecast & Toy Vehicles > Vehicle Banks,Diecast Vehicle Banks,Term Based BN?
16177,0,US,Toys & Hobbies,Educational,Alphabet & Language,,,,145930,3,Parent,Toys & Hobbies > Educational > Alphabet & Language,Alphabet & Language Toys,Term Based BN?
16182,0,US,Toys & Hobbies,Educational,Electronic Learning Toys,,,,177915,3,Parent,Toys & Hobbies > Educational > Electronic Learning Toys,Electronic Learning Toys,Term Based BN?
16192,0,US,Toys & Hobbies,Educational,Reading & Writing,,,,145936,3,Parent,Toys & Hobbies > Educational > Reading & Writing,Reading & Writing Toys,Term Based BN?
16198,0,US,Toys & Hobbies,Educational,Science & Nature,,,,31743,3,Parent,Toys & Hobbies > Educational > Science & Nature,Science & Nature Educational Toys,Term Based BN?
16205,0,US,Toys & Hobbies,Educational,Special Needs & Autism,,,,184588,3,Parent,Toys & Hobbies > Educational > Special Needs & Autism,Special Needs & Autism,Term Based BN?
16214,0,US,Toys & Hobbies,"Electronic, Battery & Wind-Up",Battery Operated,,,,19072,3,Parent,"Toys & Hobbies > Electronic, Battery & Wind-Up > Battery Operated",Battery Operated Toys,Term Based BN?
16224,0,US,Toys & Hobbies,"Electronic, Battery & Wind-Up",Electronic & Interactive,,,,1082,3,Parent,"Toys & Hobbies > Electronic, Battery & Wind-Up > Electronic & Interactive",Electronic & Interactive Toys,Term Based BN?
16245,0,US,Toys & Hobbies,"Electronic, Battery & Wind-Up",Friction,,,,19073,3,Parent,"Toys & Hobbies > Electronic, Battery & Wind-Up > Friction",Friction Toys,Term Based BN?
16248,0,US,Toys & Hobbies,"Electronic, Battery & Wind-Up","Wind-Up, Walking Toys",,,,19075,3,Parent,"Toys & Hobbies > Electronic, Battery & Wind-Up > Wind-Up, Walking Toys",Wind-Up & Walking Toys,Term Based BN?
16252,0,US,Toys & Hobbies,Fast Food & Cereal Premiums,Cereal,,,,19078,3,Parent,Toys & Hobbies > Fast Food & Cereal Premiums > Cereal,Cereal Premiums,Term Based BN?
16258,0,US,Toys & Hobbies,Games,Board & Traditional Games,,,,2550,3,Parent,Toys & Hobbies > Games > Board & Traditional Games,Board & Traditional Games,Term Based BN?
16261,0,US,Toys & Hobbies,Games,Card Games & Poker,,,,180350,3,Parent,Toys & Hobbies > Games > Card Games & Poker,Card Games & Poker,Term Based BN?
16268,0,US,Toys & Hobbies,Games,Chess,,,,40852,3,Parent,Toys & Hobbies > Games > Chess,Chess,Term Based BN?
16277,0,US,Toys & Hobbies,Games,"Miniatures, War Games",,,,16486,3,Parent,"Toys & Hobbies > Games > Miniatures, War Games",Miniatures & War Games,Term Based BN?
16344,0,US,Toys & Hobbies,Games,Role Playing Games,,,,2543,3,Parent,Toys & Hobbies > Games > Role Playing Games,Role Playing Games,Term Based BN?
16395,0,US,Toys & Hobbies,Model Railroads & Trains,Books & Guides,,,,9047,3,Parent,Toys & Hobbies > Model Railroads & Trains > Books & Guides,Model Railroad & Train Books & Guides,Term Based BN?
16385,0,US,Toys & Hobbies,Model Railroads & Trains,Power & Control,,,,180339,3,Parent,Toys & Hobbies > Model Railroads & Trains > Power & Control,Model Railroad & Train Power & Controls,Term Based BN?
16367,0,US,Toys & Hobbies,Model Railroads & Trains,Railroads & Trains,,,,262301,3,Parent,Toys & Hobbies > Model Railroads & Trains > Railroads & Trains,Model Railroads & Trains,Term Based BN?
16409,0,US,Toys & Hobbies,Models & Kits,"Tools, Supplies & Engines",,,,262327,3,Parent,"Toys & Hobbies > Models & Kits > Tools, Supplies & Engines","Model & Kit Tools, Supplies & Engines",Term Based BN?
16435,0,US,Toys & Hobbies,Outdoor Toys & Structures,Pedal Cars,,,,19021,3,Parent,Toys & Hobbies > Outdoor Toys & Structures > Pedal Cars,Pedal Cars,Term Based BN?
16438,0,US,Toys & Hobbies,Outdoor Toys & Structures,Ride-Ons & Tricycles,,,,19023,3,Parent,Toys & Hobbies > Outdoor Toys & Structures > Ride-Ons & Tricycles,Ride-Ons & Tricycles,Term Based BN?
16441,0,US,Toys & Hobbies,Outdoor Toys & Structures,Sand & Water Toys,,,,145986,3,Parent,Toys & Hobbies > Outdoor Toys & Structures > Sand & Water Toys,Sand & Water Toys,Term Based BN?
16451,0,US,Toys & Hobbies,Outdoor Toys & Structures,"Tents, Tunnels & Playhuts",,,,145994,3,Parent,"Toys & Hobbies > Outdoor Toys & Structures > Tents, Tunnels & Playhuts","Outdoor Play Tents, Tunnels & Playhuts",Term Based BN?
16466,0,US,Toys & Hobbies,Preschool Toys & Pretend Play,Fisher-Price,,,,2524,3,Parent,Toys & Hobbies > Preschool Toys & Pretend Play > Fisher-Price,Fisher-Price Preschool Toys,Term Based BN?
16490,0,US,Toys & Hobbies,Preschool Toys & Pretend Play,Little Tikes,,,,19178,3,Parent,Toys & Hobbies > Preschool Toys & Pretend Play > Little Tikes,Little Tikes Preschool Toys,Term Based BN?
16500,0,US,Toys & Hobbies,Preschool Toys & Pretend Play,Pretend Shops & Accs,,,,168818,3,Parent,Toys & Hobbies > Preschool Toys & Pretend Play > Pretend Shops & Accs,Pretend Play Shops & Accessories,Term Based BN?
16497,0,US,Toys & Hobbies,Preschool Toys & Pretend Play,Puppets,,,,19180,3,Parent,Toys & Hobbies > Preschool Toys & Pretend Play > Puppets,Pretend Play Puppets,Term Based BN?
16516,0,US,Toys & Hobbies,Puzzles,Contemporary Puzzles,,,,19182,3,Parent,Toys & Hobbies > Puzzles > Contemporary Puzzles,Contemporary Puzzles,Term Based BN?
16511,0,US,Toys & Hobbies,Puzzles,Vintage Puzzles,,,,19188,3,Parent,Toys & Hobbies > Puzzles > Vintage Puzzles,Vintage Puzzles,Term Based BN?
16533,0,US,Toys & Hobbies,Radio Control & Control Line,RC Model Vehicle Parts & Accs,,,,182187,3,Parent,Toys & Hobbies > Radio Control & Control Line > RC Model Vehicle Parts & Accs,Hobby RC Model Vehicle Parts & Accessories,Term Based BN?
16524,0,US,Toys & Hobbies,Radio Control & Control Line,RC Model Vehicles & Kits,,,,182181,3,Parent,Toys & Hobbies > Radio Control & Control Line > RC Model Vehicles & Kits,Hobby RC Model Vehicles & Kits,Term Based BN?
16584,0,US,Toys & Hobbies,"Robots, Monsters & Space Toys",Monsters,,,,19193,3,Parent,"Toys & Hobbies > Robots, Monsters & Space Toys > Monsters",Monster Toys,Term Based BN?
16590,0,US,Toys & Hobbies,"Robots, Monsters & Space Toys",Robots,,,,19197,3,Parent,"Toys & Hobbies > Robots, Monsters & Space Toys > Robots",Robot Toys,Term Based BN?
16596,0,US,Toys & Hobbies,"Robots, Monsters & Space Toys",Space Toys,,,,19200,3,Parent,"Toys & Hobbies > Robots, Monsters & Space Toys > Space Toys",Space Toys,Term Based BN?
16608,0,US,Toys & Hobbies,Slot Cars,1/24 Scale,,,,164789,3,Parent,Toys & Hobbies > Slot Cars > 1/24 Scale,1/24 Scale Slot Cars,Term Based BN?
