Cat ID,Label,Path
4070,Military Original Period Items (1784-1860),"[1, 13956, 156379, 4070]"
4074,Other Original WW2 British Collectibles,"[1, 13956, 13977, 156417, 156418, 4074]"
4075,Original WW II Canadian Collectibles,"[1, 13956, 13977, 156417, 4075]"
4076,Original WW II Chinese Collectibles,"[1, 13956, 13977, 156417, 4076]"
4077,Original WW II French Collectibles,"[1, 13956, 13977, 156417, 4077]"
4078,Other Original WW II German Collectibles,"[1, 13956, 13977, 156417, 36044, 4078]"
4079,Original WW II Italian Collectibles,"[1, 13956, 13977, 156417, 4079]"
4080,Other Original WW2 Japanese Collectibles,"[1, 13956, 13977, 156417, 165596, 4080]"
4081,Original WW II Swedish Collectibles,"[1, 13956, 13977, 156417, 4081]"
4084,Other Optical Collectibles,"[1, 412, 4085, 4084]"
4085,Optical Collectibles,"[1, 412, 4085]"
4087,Collectible Surveying Equipment,"[1, 412, 14016, 4087]"
4089,Collectible Ink Blotters,"[1, 124, 4089]"
4090,Collectible Booklets (1960-Now),"[1, 124, 13985, 4090]"
4091,Collectible Brochures (1960-Now),"[1, 124, 13989, 4091]"
4092,Collectible Documents (1960-Now),"[1, 124, 29465, 4092]"
4097,Collectible Pez Dispensers,"[1, 14005, 4097]"
4098,Other Collectible Current Pez Dispensers,"[1, 14005, 4097, 38023, 4098]"
4099,Collectible Vintage Pez Dispensers (without Feet),"[1, 14005, 4097, 4099]"
4100,Collectible US Political Memorabilia,"[1, 259135, 259136, 4100]"
4102,US House of Representatives Collectibles,"[1, 259135, 259136, 4100, 4102]"
4104,US City & County Political Collectibles,"[1, 259135, 259136, 4100, 4104]"
4105,US Senate Collectibles,"[1, 259135, 259136, 4100, 4105]"
4106,US State Political Collectibles,"[1, 259135, 259136, 4100, 4106]"
4107,Other International Collectible Political Memorabilia,"[1, 259135, 259136, 4108, 4107]"
4108,International Collectible Political Memorabilia,"[1, 259135, 259136, 4108]"
4114,Collectible European Political Memorabilia,"[1, 259135, 259136, 4108, 4114]"
4115,Collectible Scales,"[1, 13849, 4115]"
4117,Collectible Match Holders,"[1, 593, 4117]"
4118,Collectible Tobacco Pipes,"[1, 593, 4118]"
4119,Collectible Estate Tobacco Pipes,"[1, 593, 4118, 4119]"
4120,Collectible Tobacco Cards,"[1, 593, 4120]"
4121,Collectible Tools,"[1, 13849, 4121]"
4122,Mechanic Tool Collectibles,"[1, 13849, 4121, 4122]"
4123,Other Carpentry & Woodworking Collectibles,"[1, 13849, 4121, 13870, 4123]"
4124,Other Collectible Railroad Hardware,"[1, 417, 1444, 4125, 4124]"
4125,Collectible Railroad Hardware,"[1, 417, 1444, 4125]"
4126,Collectible Railroad Badges & Emblems,"[1, 417, 1444, 4125, 4126]"
4127,Collectible Railroad Dinnerware & Utensils,"[1, 417, 1444, 4127]"
4128,Collectible Railroad Lanterns & Lamps,"[1, 417, 1444, 4125, 4128]"
4130,Collectible Railroad Tools,"[1, 417, 1444, 4125, 4130]"
4131,Paper Railroad Collectibles,"[1, 417, 1444, 4131]"
4132,Collectible Railroad Books (1900-Now),"[1, 417, 1444, 4131, 40052, 4132]"
4133,Collectible Railroad Brochures,"[1, 417, 1444, 4131, 4133]"
4134,Collectible Railroad Employee Timetables,"[1, 417, 1444, 4131, 4134]"
4135,Collectible Railroad Passes & Tickets,"[1, 417, 1444, 4131, 4135]"
4136,Collectible Railroad Public Timetables,"[1, 417, 1444, 4131, 4136]"
4137,Collectible Railroad Rule Books,"[1, 417, 1444, 4131, 4137]"
4150,Other Transportation Collectibles,"[1, 417, 4150]"
4151,Bus & Taxi Cab Collectibles,"[1, 417, 4151]"
4152,Subway Collectibles,"[1, 417, 4152]"
4154,Collectible Powder Jars,"[1, 597, 4154]"
4155,"Collectible Vanity, Perfume & Shaving Sets","[1, 597, 4155]"
4157,Collectible Sewing Patterns,"[1, 113, 4157]"
4158,Collectible Children's Sewing Patterns,"[1, 113, 4157, 4158]"
4159,Collectible Sewing Pattern Accessories,"[1, 113, 4157, 4159]"
4160,Collectible Men's Sewing Patterns,"[1, 113, 4157, 4160]"
4161,Collectible Women's Sewing Patterns,"[1, 113, 4157, 4161]"
4162,World Fair Collectibles,"[1, 259135, 165513, 13879, 4162]"
4163,1876 Philadelphia World’s Fair Collectibles,"[1, 259135, 165513, 13879, 4162, 4163]"
4164,1893 Chicago World’s Fair Collectibles,"[1, 259135, 165513, 13879, 4162, 4164]"
4165,1901 Buffalo World’s Fair Collectibles,"[1, 259135, 165513, 13879, 4162, 4165]"
4166,1904 St Louis World’s Fair Collectibles,"[1, 259135, 165513, 13879, 4162, 4166]"
4167,1933-1934 Chicago World’s Fair Collectibles,"[1, 259135, 165513, 13879, 4162, 4167]"
4168,1939-1940 New York World’s Fair Collectibles,"[1, 259135, 165513, 13879, 4162, 4168]"
4169,1964-1965 New York World’s Fair Collectibles,"[1, 259135, 165513, 13879, 4162, 4169]"
4170,Latin American Antiques,"[20081, 2207, 4170]"
4171,Other African Antiques,"[20081, 2207, 37945, 4171]"
4172,Pacific Island & Oceanian Antiques,"[20081, 2207, 4172]"
4173,Native American Antiques,"[20081, 2207, 4173]"
4181,Original Autographed Theater Memorabilia,"[45100, 57, 4181]"
4184,Israel Coins,"[11116, 256, 58532, 4184]"
4186,Sweden Coins,"[11116, 256, 45148, 4186]"
4190,Other African Collectibles (1900-Now),"[1, 3913, 149360, 29439, 4190]"
4193,"Other Vintage Computers, Parts & Accessories","[58058, 11189, 4193]"
4196,Fine Jewelry,"[281, 4196]"
4201,Camera Film,"[625, 69323, 4201]"
4250,Men's Accessories,"[11450, 260012, 4250]"
4251,Women's Accessories,"[11450, 260010, 4251]"
4256,Healthcare & Nursing Career Development Essentials,"[99, 3143, 4256]"
4259,"Rock, Fossil & Mineral Publications","[1, 3213, 4259]"
4270,Irish Whisky Advertising Collectibles,"[1, 34, 13587, 820, 4270]"
4280,Other Islamic Collectibles,"[1, 1446, 165688, 4280]"
4369,Other Asian Paper Money,"[11116, 3411, 8008, 4369]"
4370,Love Tokens,"[11116, 3452, 4370]"
4374,Original WW I Australian & ANZAC Collectibles,"[1, 13956, 13962, 156389, 4374]"
4375,Original WW II Australian Collectibles,"[1, 13956, 13977, 156417, 4375]"
4377,Collectible Calligraphy Tools,"[1, 966, 4377]"
4398,UK Farthings,"[11116, 256, 45148, 3394, 4398]"
4400,Jaguar Auto Advertising,"[1, 34, 1313, 13566, 4400]"
4616,Computer Webcams,"[58058, 31530, 4616]"
4662,Industrial Capacitors,"[12576, 92074, 182412, 4662]"
4666,Transistors,"[12576, 92074, 182412, 36330, 4666]"
4669,Commercial Radios,"[293, 1500, 4669]"
4670,Ham & Amateur Radio Electronics,"[293, 1500, 4670]"
4672,Ham & Amateur Radio Antennas,"[293, 1500, 183502, 4672]"
4673,Ham & Amateur Radio Receivers,"[293, 1500, 4670, 4673]"
4675,Ham & Amateur Radio Transmitters,"[293, 1500, 4670, 4675]"
4678,Other Test Meters & Detectors,"[12576, 181939, 181968, 4678]"
4684,Camera Manuals & Guides,"[625, 4684]"
4689,Movie Cameras,"[625, 69323, 4689]"
4690,Movie Camera Accessories,"[625, 69323, 4690]"
4692,Vintage Stereo Cameras,"[625, 3326, 101643, 4692]"
4701,Other Vintage Cameras,"[625, 3326, 101643, 4701]"
4702,Vintage Camera Parts & Accessories,"[625, 3326, 4702]"
4707,Architectural & Garden Antiques,"[20081, 4707]"
4708,Garden Antiques,"[20081, 4707, 4708]"
4710,Elvis Presley Memorabilia,"[45100, 2329, 108765, 104985, 4710]"
4713,Bass Guitars,"[619, 3858, 4713]"
4715,US Native American Flint Knapping Art (1935-Now),"[1, 3913, 713, 13749, 4715]"
4716,Original WW II United States Collectibles,"[1, 13956, 13977, 156417, 4716]"
4717,Original WW II US Books,"[1, 13956, 13977, 156417, 4716, 4717]"
4718,Original WW II US Documents & Maps,"[1, 13956, 13977, 156417, 4716, 4718]"
4719,Original WW II US Edged Weapons,"[1, 13956, 13977, 156417, 4716, 4719]"
4721,Original WW II US Field Gear & Equipment,"[1, 13956, 13977, 156417, 4716, 4721]"
4722,Original WW II US Hats & Helmets,"[1, 13956, 13977, 156417, 4716, 4722]"
4723,Original WW II US Home Front Collectibles,"[1, 13956, 13977, 156417, 4716, 4723]"
4724,Original WW2 Collectible US Medals & Ribbons,"[1, 13956, 13977, 156417, 4716, 4724]"
4725,Original WW2 Collectible US Patches,"[1, 13956, 13977, 156417, 4716, 4725]"
4726,Original WW II US Personal Gear,"[1, 13956, 13977, 156417, 4716, 4726]"
4727,Original WW2 Collectible US Photographs,"[1, 13956, 13977, 156417, 4716, 4727]"
4728,Original WW2 Collectible US Posters & Prints,"[1, 13956, 13977, 156417, 4716, 4728]"
4729,Original WW2 Collectible US Uniforms,"[1, 13956, 13977, 156417, 4716, 4729]"
4733,Ancient Coins,"[11116, 4733]"
4734,Roman Imperial Coins (27 BC-476 AD),"[11116, 4733, 4734]"
4735,Roman Provincial Coins (100-400 AD),"[11116, 4733, 4735]"
4737,Medieval Persian & Indian Coins,"[11116, 18466, 4737]"
4738,Greek Coins (450 BC-100 AD),"[11116, 4733, 4738]"
4739,Medieval Islamic Coins,"[11116, 18466, 4739]"
4740,Medieval Asian Coins,"[11116, 18466, 4740]"
4741,Medieval Celtic Coins,"[11116, 18466, 4741]"
4742,European Stamps,"[260, 4742]"
4744,Belgium & Colonies Stamps,"[260, 4742, 4744]"
4749,Switzerland Stamps,"[260, 4742, 4749]"
4751,Postal Stationery,"[260, 7898, 4751]"
4752,Topical Postal Stamps,"[260, 4752]"
4753,Animation & Cartoon Postal Stamps,"[260, 4752, 4753]"
4770,Stained Glass Supplies,"[14339, 163778, 3100, 4770]"
4781,1/32 Scale Slot Cars (1970-Now),"[220, 2616, 164791, 4781]"
4782,1/32 Scale Slot Cars (Pre-1970),"[220, 2616, 164791, 4782]"
4785,Live & Studio Mixers,"[619, 180014, 4785]"
4786,Home Audio MiniDisc Decks,"[293, 32852, 184973, 14969, 4786]"
4787,Home Audio Compact & Shelf Stereos,"[293, 32852, 184973, 4787]"
4790,Movie Editing Equipment,"[625, 69323, 4790]"
4838,Other Collectible Shells,"[1, 3213, 82515, 4838]"
4839,Lapidary Materials,"[1, 3213, 4839]"
4841,Rough Minerals for Cabbing,"[1, 3213, 4839, 4841]"
4842,Rough Minerals for Faceting,"[1, 3213, 4839, 4842]"
4843,Lapidary Tools & Supplies,"[1, 3213, 4839, 4843]"
4941,Other European Coins,"[11116, 256, 45148, 4941]"
4948,Collectible Contemporary Pinups (1970-Now),"[1, 124, 13685, 4948]"
4959,Floral Décor,"[11700, 10033, 4959]"
5330,Acura Cars & Trucks,"[6000, 6001, 5330]"
5331,Acura SLX,"[6000, 6001, 5330, 5331]"
5332,Acura CL,"[6000, 6001, 5330, 5332]"
5333,Acura TL,"[6000, 6001, 5330, 5333]"
5334,Acura RL,"[6000, 6001, 5330, 5334]"
5335,Acura Integra,"[6000, 6001, 5330, 5335]"
5336,Acura Legend,"[6000, 6001, 5330, 5336]"
5337,Acura NSX,"[6000, 6001, 5330, 5337]"
5338,Acura Vigor,"[6000, 6001, 5330, 5338]"
5339,Other Acura Cars & Trucks,"[6000, 6001, 5330, 5339]"
5340,Alfa Romeo Cars & Trucks,"[6000, 6001, 5340]"
5342,Hummer Cars & Trucks,"[6000, 6001, 5342]"
5345,Audi TT,"[6000, 6001, 6002, 5345]"
5346,Chevrolet Cars & Trucks,"[6000, 6001, 5346]"
5347,Cadillac Cars & Trucks,"[6000, 6001, 5347]"
5348,Other Chevrolet Pickups,"[6000, 6001, 5346, 5348]"
5349,Cadillac Allante,"[6000, 6001, 5347, 5349]"
5350,Ford Ranger,"[6000, 6001, 6010, 5350]"
5351,Chrysler Cars & Trucks,"[6000, 6001, 5351]"
5352,Chrysler Town & Country,"[6000, 6001, 5351, 5352]"
5356,Other Alfa Romeo Cars & Trucks,"[6000, 6001, 5340, 5356]"
5358,Other Aston Martin Cars & Trucks,"[6000, 6001, 157054, 5358]"
5360,Hummer H1,"[6000, 6001, 5342, 5360]"
5363,Mercury Cars & Trucks,"[6000, 6001, 5363]"
5364,Mercury Mountaineer,"[6000, 6001, 5363, 5364]"
5365,Mercury Villager,"[6000, 6001, 5363, 5365]"
5366,Mercury Capri,"[6000, 6001, 5363, 5366]"
5367,Mercury Comet,"[6000, 6001, 5363, 5367]"
6000,eBay Motors,[6000]
6001,Cars & Trucks,"[6000, 6001]"
6002,Audi Cars & Trucks,"[6000, 6001, 6002]"
6003,Audi A4,"[6000, 6001, 6002, 6003]"
6004,Audi A6,"[6000, 6001, 6002, 6004]"
6005,Audi A8,"[6000, 6001, 6002, 6005]"
6006,BMW Cars & Trucks,"[6000, 6001, 6006]"
6007,BMW 3-Series,"[6000, 6001, 6006, 6007]"
6008,BMW 5-Series,"[6000, 6001, 6006, 6008]"
6009,BMW 7-Series,"[6000, 6001, 6006, 6009]"
6010,Ford Cars & Trucks,"[6000, 6001, 6010]"
6011,Ford Expedition,"[6000, 6001, 6010, 6011]"
6012,Ford Explorer,"[6000, 6001, 6010, 6012]"
6013,Porsche Cars & Trucks,"[6000, 6001, 6013]"
6015,Porsche Boxster,"[6000, 6001, 6013, 6015]"
6016,Toyota Cars & Trucks,"[6000, 6001, 6016]"
6017,Toyota Camry,"[6000, 6001, 6016, 6017]"
6018,Volkswagen Cars & Trucks,"[6000, 6001, 6018]"
6019,Volkswagen Beetle (Classic),"[6000, 6001, 6018, 6019]"
6021,Volkswagen Jetta,"[6000, 6001, 6018, 6021]"
6024,Motorcycles,"[6000, 6024]"
6025,Other BMW Motorcycles,"[6000, 6024, 49974, 6025]"
6026,Other Ducati Motorcycles,"[6000, 6024, 49987, 6026]"
6027,Other Suzuki Motorcycles,"[6000, 6024, 50025, 6027]"
6028,Auto Parts & Accessories,"[6000, 6028]"
6029,Vehicle Repair Manuals & Literature,"[6000, 6028, 6029]"
6030,Car & Truck Parts & Accessories,"[6000, 6028, 6030]"
6032,Other Repair Manuals & Literature,"[6000, 6028, 6029, 6032]"
6038,Other Vehicles & Trailers,"[6000, 6038]"
6055,Other Audi Cars & Trucks,"[6000, 6001, 6002, 6055]"
6056,Other BMW Cars & Trucks,"[6000, 6001, 6006, 6056]"
6057,Other Ford Cars & Trucks,"[6000, 6001, 6010, 6057]"
6058,Other Porsche Cars & Trucks,"[6000, 6001, 6013, 6058]"
6059,Other Toyota Cars & Trucks,"[6000, 6001, 6016, 6059]"
6060,Other Volkswagen Cars & Trucks,"[6000, 6001, 6018, 6060]"
6118,Other Bentley Cars & Trucks,"[6000, 6001, 157059, 6118]"
6126,Austin Cars & Trucks,"[6000, 6001, 6126]"
6129,BMW 6-Series,"[6000, 6001, 6006, 6129]"
6130,BMW 8-Series,"[6000, 6001, 6006, 6130]"
6131,BMW M3,"[6000, 6001, 6006, 6131]"
6135,Buick Cars & Trucks,"[6000, 6001, 6135]"
6136,Buick Century,"[6000, 6001, 6135, 6136]"
6137,Buick Grand National,"[6000, 6001, 6135, 6137]"
6138,Buick LeSabre,"[6000, 6001, 6135, 6138]"
6139,Buick Park Avenue,"[6000, 6001, 6135, 6139]"
6140,Buick Reatta,"[6000, 6001, 6135, 6140]"
6141,Buick Regal,"[6000, 6001, 6135, 6141]"
6142,Buick Riviera,"[6000, 6001, 6135, 6142]"
6143,Buick Roadmaster,"[6000, 6001, 6135, 6143]"
6144,Other Buick Cars & Trucks,"[6000, 6001, 6135, 6144]"
6145,Cadillac Catera,"[6000, 6001, 5347, 6145]"
6146,Cadillac DeVille,"[6000, 6001, 5347, 6146]"
6147,Cadillac Eldorado,"[6000, 6001, 5347, 6147]"
6148,Cadillac Escalade,"[6000, 6001, 5347, 6148]"
6149,Cadillac Fleetwood,"[6000, 6001, 5347, 6149]"
6151,Cadillac Seville,"[6000, 6001, 5347, 6151]"
6152,Other Cadillac Cars & Trucks,"[6000, 6001, 5347, 6152]"
6153,Chevrolet El Camino,"[6000, 6001, 5346, 6153]"
6154,Chevrolet Blazer,"[6000, 6001, 5346, 6154]"
6155,Chevrolet Suburban,"[6000, 6001, 5346, 6155]"
6156,Chevrolet Tahoe,"[6000, 6001, 5346, 6156]"
6157,Chevrolet Lumina,"[6000, 6001, 5346, 6157]"
6158,Chevrolet Express,"[6000, 6001, 5346, 6158]"
6159,Chevrolet Astro,"[6000, 6001, 5346, 6159]"
6160,Chevrolet Bel Air/150/210,"[6000, 6001, 5346, 6160]"
6161,Chevrolet Camaro,"[6000, 6001, 5346, 6161]"
6162,Chevrolet Caprice,"[6000, 6001, 5346, 6162]"
6163,Chevrolet Cavalier,"[6000, 6001, 5346, 6163]"
6164,Chevrolet Chevelle,"[6000, 6001, 5346, 6164]"
6166,Chevrolet Corsica,"[6000, 6001, 5346, 6166]"
6167,Chevrolet Corvair,"[6000, 6001, 5346, 6167]"
6168,Chevrolet Corvette,"[6000, 6001, 5346, 6168]"
6169,Chevrolet Impala,"[6000, 6001, 5346, 6169]"
6170,Chevrolet Malibu,"[6000, 6001, 5346, 6170]"
6171,Chevrolet Monte Carlo,"[6000, 6001, 5346, 6171]"
6172,Chevrolet Nova,"[6000, 6001, 5346, 6172]"
6173,Other Chevrolet Cars & Trucks,"[6000, 6001, 5346, 6173]"
6174,Chrysler Cirrus,"[6000, 6001, 5351, 6174]"
6175,Chrysler 300 Series,"[6000, 6001, 5351, 6175]"
6176,Chrysler LHS,"[6000, 6001, 5351, 6176]"
6177,Chrysler LeBaron,"[6000, 6001, 5351, 6177]"
6178,Chrysler New Yorker,"[6000, 6001, 5351, 6178]"
6179,Chrysler Royal,"[6000, 6001, 5351, 6179]"
6180,Chrysler Sebring,"[6000, 6001, 5351, 6180]"
6181,Other Chrysler Cars & Trucks,"[6000, 6001, 5351, 6181]"
6185,Cord Cars & Trucks,"[6000, 6001, 6185]"
6186,Datsun Cars & Trucks,"[6000, 6001, 6186]"
6187,Datsun Z-Series,"[6000, 6001, 6186, 6187]"
6188,Other Datsun Cars & Trucks,"[6000, 6001, 6186, 6188]"
6190,DeSoto Cars & Trucks,"[6000, 6001, 6190]"
6191,Dodge Cars & Trucks,"[6000, 6001, 6191]"
6192,Dodge Durango,"[6000, 6001, 6191, 6192]"
6193,Dodge Caravan,"[6000, 6001, 6191, 6193]"
6194,Dodge Grand Caravan,"[6000, 6001, 6191, 6194]"
6195,Dodge Ram Van,"[6000, 6001, 6191, 6195]"
6196,Dodge Dakota,"[6000, 6001, 6191, 6196]"
6197,Other Dodge Pickups,"[6000, 6001, 6191, 6197]"
6198,Dodge Challenger,"[6000, 6001, 6191, 6198]"
6199,Dodge Charger,"[6000, 6001, 6191, 6199]"
6200,Dodge Coronet,"[6000, 6001, 6191, 6200]"
6201,Dodge Dart,"[6000, 6001, 6191, 6201]"
6202,Dodge Intrepid,"[6000, 6001, 6191, 6202]"
6203,Dodge Lancer,"[6000, 6001, 6191, 6203]"
6204,Dodge Neon,"[6000, 6001, 6191, 6204]"
6205,Dodge Shadow,"[6000, 6001, 6191, 6205]"
6206,Dodge Stealth,"[6000, 6001, 6191, 6206]"
6207,Dodge Stratus,"[6000, 6001, 6191, 6207]"
6209,Dodge Viper,"[6000, 6001, 6191, 6209]"
6210,Other Dodge Cars & Trucks,"[6000, 6001, 6191, 6210]"
6211,Ferrari Cars & Trucks,"[6000, 6001, 6211]"
6212,Other Ferrari Cars & Trucks,"[6000, 6001, 6211, 6212]"
6216,Edsel Cars & Trucks,"[6000, 6001, 6216]"
6219,Ford F-150,"[6000, 6001, 6010, 6219]"
6220,Ford Ranchero,"[6000, 6001, 6010, 6220]"
6221,Other Ford Pickups,"[6000, 6001, 6010, 6221]"
6222,Ford Bronco,"[6000, 6001, 6010, 6222]"
6223,Ford Aerostar,"[6000, 6001, 6010, 6223]"
6224,Ford E-Series Van,"[6000, 6001, 6010, 6224]"
6225,Ford Windstar,"[6000, 6001, 6010, 6225]"
6226,Ford Aspire,"[6000, 6001, 6010, 6226]"
6227,Ford Crown Victoria,"[6000, 6001, 6010, 6227]"
6229,Ford Escort,"[6000, 6001, 6010, 6229]"
6230,Ford Fairlane,"[6000, 6001, 6010, 6230]"
6231,Ford Fairmont,"[6000, 6001, 6010, 6231]"
6232,Ford Falcon,"[6000, 6001, 6010, 6232]"
6233,Ford Galaxie,"[6000, 6001, 6010, 6233]"
6234,Ford Model A,"[6000, 6001, 6010, 6234]"
6235,Ford Model T,"[6000, 6001, 6010, 6235]"
6236,Ford Mustang,"[6000, 6001, 6010, 6236]"
6237,Ford Probe,"[6000, 6001, 6010, 6237]"
6238,Ford Taurus,"[6000, 6001, 6010, 6238]"
6239,Ford Tempo,"[6000, 6001, 6010, 6239]"
6240,Ford Thunderbird,"[6000, 6001, 6010, 6240]"
6243,GMC Cars & Trucks,"[6000, 6001, 6243]"
6244,GMC Sierra 1500,"[6000, 6001, 6243, 6244]"
6246,GMC Jimmy,"[6000, 6001, 6243, 6246]"
6247,GMC Suburban,"[6000, 6001, 6243, 6247]"
6248,GMC Typhoon,"[6000, 6001, 6243, 6248]"
6249,GMC Yukon,"[6000, 6001, 6243, 6249]"
6250,GMC Savana,"[6000, 6001, 6243, 6250]"
6251,Other GMC Cars & Trucks,"[6000, 6001, 6243, 6251]"
6252,Honda Cars & Trucks,"[6000, 6001, 6252]"
6253,Honda S2000,"[6000, 6001, 6252, 6253]"
6254,Honda Accord,"[6000, 6001, 6252, 6254]"
6255,Honda CRX,"[6000, 6001, 6252, 6255]"
6256,Honda Civic,"[6000, 6001, 6252, 6256]"
6257,Honda Del Sol,"[6000, 6001, 6252, 6257]"
6258,Honda Odyssey,"[6000, 6001, 6252, 6258]"
6259,Honda Prelude,"[6000, 6001, 6252, 6259]"
6260,Other Honda Cars & Trucks,"[6000, 6001, 6252, 6260]"
6261,Hyundai Cars & Trucks,"[6000, 6001, 6261]"
6262,Other Hyundai Cars & Trucks,"[6000, 6001, 6261, 6262]"
6263,Infiniti Cars & Trucks,"[6000, 6001, 6263]"
6264,Infiniti Q45,"[6000, 6001, 6263, 6264]"
6265,Other Infiniti Cars & Trucks,"[6000, 6001, 6263, 6265]"
6266,Isuzu Cars & Trucks,"[6000, 6001, 6266]"
6267,Isuzu Amigo,"[6000, 6001, 6266, 6267]"
6268,Isuzu Rodeo,"[6000, 6001, 6266, 6268]"
6269,Isuzu Trooper,"[6000, 6001, 6266, 6269]"
6270,Isuzu VehiCROSS,"[6000, 6001, 6266, 6270]"
6271,Other Isuzu Cars & Trucks,"[6000, 6001, 6266, 6271]"
6272,Jaguar Cars & Trucks,"[6000, 6001, 6272]"
6273,Jaguar S-Type,"[6000, 6001, 6272, 6273]"
6274,Jaguar XJ6,"[6000, 6001, 6272, 6274]"
6275,Jaguar XJS,"[6000, 6001, 6272, 6275]"
6276,Jaguar XK,"[6000, 6001, 6272, 6276]"
6277,Jaguar E-Type,"[6000, 6001, 6272, 6277]"
6278,Other Jaguar Cars & Trucks,"[6000, 6001, 6272, 6278]"
6279,Jeep Cars & Trucks,"[6000, 6001, 6279]"
6280,Jeep CJ,"[6000, 6001, 6279, 6280]"
6281,Jeep Cherokee,"[6000, 6001, 6279, 6281]"
6282,Jeep Commando,"[6000, 6001, 6279, 6282]"
6283,Jeep Renegade,"[6000, 6001, 6279, 6283]"
6284,Jeep Wagoneer,"[6000, 6001, 6279, 6284]"
6285,Jeep Wrangler,"[6000, 6001, 6279, 6285]"
6286,Other Jeep Cars & Trucks,"[6000, 6001, 6279, 6286]"
6287,Kia Cars & Trucks,"[6000, 6001, 6287]"
6289,Other Kia Cars & Trucks,"[6000, 6001, 6287, 6289]"
6290,Other Lamborghini Cars & Trucks,"[6000, 6001, 157067, 6290]"
6293,Land Rover Cars & Trucks,"[6000, 6001, 6293]"
6294,Land Rover Discovery,"[6000, 6001, 6293, 6294]"
6295,Land Rover Range Rover,"[6000, 6001, 6293, 6295]"
6296,Other Land Rover Cars & Trucks,"[6000, 6001, 6293, 6296]"
6297,Lexus Cars & Trucks,"[6000, 6001, 6297]"
6298,Lexus ES,"[6000, 6001, 6297, 6298]"
6299,Lexus GS,"[6000, 6001, 6297, 6299]"
6300,Lexus SC,"[6000, 6001, 6297, 6300]"
6301,Other Lexus Cars & Trucks,"[6000, 6001, 6297, 6301]"
6302,Lincoln Cars & Trucks,"[6000, 6001, 6302]"
6303,Lincoln Navigator,"[6000, 6001, 6302, 6303]"
6304,Lincoln Continental,"[6000, 6001, 6302, 6304]"
6305,Lincoln Mark Series,"[6000, 6001, 6302, 6305]"
6306,Other Lincoln Cars & Trucks,"[6000, 6001, 6302, 6306]"
6308,MG Cars & Trucks,"[6000, 6001, 6308]"
6310,Mazda Cars & Trucks,"[6000, 6001, 6310]"
6311,Mercedes-Benz Cars & Trucks,"[6000, 6001, 6311]"
6312,Other Lotus Cars & Trucks,"[6000, 6001, 116480, 6312]"
6313,Other Maserati Cars & Trucks,"[6000, 6001, 162313, 6313]"
6314,Other MG Cars & Trucks,"[6000, 6001, 6308, 6314]"
6315,Other Mercedes-Benz Cars & Trucks,"[6000, 6001, 6311, 6315]"
6316,Other Mazda Cars & Trucks,"[6000, 6001, 6310, 6316]"
6317,Mazda B-Series Pickups,"[6000, 6001, 6310, 6317]"
6318,Mazda MPV,"[6000, 6001, 6310, 6318]"
6319,Mazda 323,"[6000, 6001, 6310, 6319]"
6320,Mazda 626,"[6000, 6001, 6310, 6320]"
6321,Mazda 929,"[6000, 6001, 6310, 6321]"
6322,Mazda MX-3,"[6000, 6001, 6310, 6322]"
6323,Mazda MX-6,"[6000, 6001, 6310, 6323]"
6324,Mazda MX-5 Miata,"[6000, 6001, 6310, 6324]"
6325,Mazda Millenia,"[6000, 6001, 6310, 6325]"
6326,Mazda Protege,"[6000, 6001, 6310, 6326]"
6327,Mazda RX-7,"[6000, 6001, 6310, 6327]"
6328,Mercedes-Benz 190-Series,"[6000, 6001, 6311, 6328]"
6329,Mercedes-Benz 200-Series,"[6000, 6001, 6311, 6329]"
6330,Mercedes-Benz 300-Series,"[6000, 6001, 6311, 6330]"
6331,Mercedes-Benz 400-Series,"[6000, 6001, 6311, 6331]"
6332,Mercedes-Benz 500-Series,"[6000, 6001, 6311, 6332]"
6333,Mercedes-Benz 600-Series,"[6000, 6001, 6311, 6333]"
6334,Mercedes-Benz C-Class,"[6000, 6001, 6311, 6334]"
6335,Mercedes-Benz E-Class,"[6000, 6001, 6311, 6335]"
6336,Mercedes-Benz S-Class,"[6000, 6001, 6311, 6336]"
6337,Mercedes-Benz M-Class,"[6000, 6001, 6311, 6337]"
6338,Mercedes-Benz SL-Class,"[6000, 6001, 6311, 6338]"
6339,Mercury Cougar,"[6000, 6001, 5363, 6339]"
6340,Mercury Grand Marquis,"[6000, 6001, 5363, 6340]"
6341,Mercury Montego,"[6000, 6001, 5363, 6341]"
6342,Mercury Mystique,"[6000, 6001, 5363, 6342]"
6343,Mercury Sable,"[6000, 6001, 5363, 6343]"
6344,Mercury Tracer,"[6000, 6001, 5363, 6344]"
6348,Mitsubishi Cars & Trucks,"[6000, 6001, 6348]"
6349,Mitsubishi Montero,"[6000, 6001, 6348, 6349]"
6350,Mitsubishi 3000GT,"[6000, 6001, 6348, 6350]"
6351,Mitsubishi Diamante,"[6000, 6001, 6348, 6351]"
6352,Mitsubishi Eclipse,"[6000, 6001, 6348, 6352]"
6353,Mitsubishi Galant,"[6000, 6001, 6348, 6353]"
6354,Mitsubishi Mirage,"[6000, 6001, 6348, 6354]"
6355,Other Mitsubishi Cars & Trucks,"[6000, 6001, 6348, 6355]"
6371,Nissan Cars & Trucks,"[6000, 6001, 6371]"
6372,Oldsmobile Cars & Trucks,"[6000, 6001, 6372]"
6376,Plymouth Cars & Trucks,"[6000, 6001, 6376]"
