order_no,SITE_ID,SITE,L1,L2,L3,L4,L5,L6,Cat ID,Level,Parent / Leaf,Breadcrumb,Category Friendly Name,BN Title,CFN / BNT Misaligned?,Sheet_Label,Term Based BN?
1878,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,Cruise Control Components,,38728,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Cruise Control Components,Car & Truck Cruise Control Components, ,  ,Term Based BN?,  
1879,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,Lidar & Radar Sensors,,262067,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Lidar & Radar Sensors,Car & Truck Lidar & Radar Sensors, ,  ,Term Based BN?,  
1880,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,Parking Assistance,,258037,5,Parent,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance,Car & Truck Parking Assistance, ,  ,Term Based BN?,  
1881,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,Parking Assistance,"Camera, Monitor & Sensor Kits",184616,6,Leaf,"eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Camera, Monitor & Sensor Kits","Car & Truck Camera, Monitor & Sensor Kits", ,  ,Term Based BN?,  
1882,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,Parking Assistance,Parking Cameras,174593,6,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Cameras,Car & Truck Parking Cameras, ,  ,Term Based BN?,  
1883,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,Parking Assistance,Parking Sensors,61523,6,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Parking Sensors,Car & Truck Parking Sensors, ,  ,Term Based BN?,  
1884,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,Parking Assistance,Other Parking Assistance,258038,6,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Parking Assistance > Other Parking Assistance,Other Car & Truck Parking Assistance, ,  ,Term Based BN?,  
1885,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,Visible Cameras,,262068,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Visible Cameras,Car & Truck Visible Cameras, ,  ,Term Based BN?,  
1886,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Advanced Driver Assistance Systems,Other Advanced Driver Assistance Systems,,262069,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Advanced Driver Assistance Systems > Other Advanced Driver Assistance Systems,Other Car & Truck Advanced Driver Assistance Systems, ,  ,Term Based BN?,  
1887,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,,,33549,4,Parent,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery,Car & Truck Air & Fuel Delivery, ,  ,Term Based BN?,  
1888,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Air Filters,,33659,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Air Filters,Car & Truck Air Filters, ,  ,Term Based BN?,  
1889,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Air Filter Housings,,43946,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Air Filter Housings,Car & Truck Air Filter Housings, ,  ,Term Based BN?,  
1890,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Air Intake & Fuel Sensors,,33557,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Air Intake & Fuel Sensors,Car & Truck Air Intake & Fuel Sensors, ,  ,Term Based BN?,  
1891,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Carburetors,,33550,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Carburetors,Car & Truck Carburetors, ,  ,Term Based BN?,  
1892,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Carburetor Parts,,33551,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Carburetor Parts,Car & Truck Carburetor Parts, ,  ,Term Based BN?,  
1893,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Fuel Filters,,33660,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Fuel Filters,Car & Truck Fuel Filters, ,  ,Term Based BN?,  
1894,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Fuel Injection Parts,,262070,5,Parent,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Fuel Injection Parts,Car & Truck Fuel Injection Parts, ,  ,Term Based BN?,  
1895,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Fuel Injection Parts,Fuel Injectors,33554,6,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Fuel Injection Parts > Fuel Injectors,Car & Truck Fuel Injectors, ,  ,Term Based BN?,  
1896,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Fuel Injection Parts,High Pressure Fuel Pump,262071,6,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Fuel Injection Parts > High Pressure Fuel Pump,Car & Truck High Pressure Fuel Pump, ,  ,Term Based BN?,  
1897,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Fuel Injection Parts,Additional Fuel Injection Parts,33553,6,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Fuel Injection Parts > Additional Fuel Injection Parts,Car & Truck Additional Fuel Injection Parts, ,  ,Term Based BN?,  
1898,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Fuel Pumps & Sending Units,,33555,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Fuel Pumps & Sending Units,Car & Truck Fuel Pumps & Sending Units, ,  ,Term Based BN?,  
1899,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Fuel Tank Caps,,262072,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Fuel Tank Caps,Car & Truck Fuel Tank Caps, ,  ,Term Based BN?,  
1900,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Fuel Tanks & Filler Necks,,33556,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Fuel Tanks & Filler Necks,Car & Truck Fuel Tanks & Filler Necks, ,  ,Term Based BN?,  
1901,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,"Gaskets, Seals & O-Rings",,33668,5,Leaf,"eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Gaskets, Seals & O-Rings","Car & Truck Air & Fuel Delivery Gaskets, Seals & O-Rings", ,  ,Term Based BN?,  
1902,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,"Hoses, Lines & Pipes",,173950,5,Leaf,"eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Hoses, Lines & Pipes","Car & Truck Hoses, Lines & Pipes", ,  ,Term Based BN?,  
1903,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Intake Manifolds,,36474,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Intake Manifolds,Car & Truck Intake Manifolds, ,  ,Term Based BN?,  
1904,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Throttle Bodies,,33558,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Throttle Bodies,Car & Truck Throttle Bodies, ,  ,Term Based BN?,  
1905,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Throttle Cables & Linkages,,61259,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Throttle Cables & Linkages,Car & Truck Throttle Cables & Linkages, ,  ,Term Based BN?,  
1906,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,"Turbos, Superchargers & Intercoolers",,174107,5,Parent,"eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Turbos, Superchargers & Intercoolers","Car & Truck Turbos, Superchargers & Intercoolers", ,  ,Term Based BN?,  
1907,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,"Turbos, Superchargers & Intercoolers",Intercoolers,262073,6,Leaf,"eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Turbos, Superchargers & Intercoolers > Intercoolers",Car & Truck Intercoolers, ,  ,Term Based BN?,  
1908,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,"Turbos, Superchargers & Intercoolers",Turbos & Parts,33742,6,Leaf,"eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Turbos, Superchargers & Intercoolers > Turbos & Parts",Car & Truck Turbos & Parts, ,  ,Term Based BN?,  
1909,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,"Turbos, Superchargers & Intercoolers",Superchargers & Parts,33741,6,Leaf,"eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Turbos, Superchargers & Intercoolers > Superchargers & Parts",Car & Truck Superchargers & Parts, ,  ,Term Based BN?,  
1910,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Vacuum Pumps,,33626,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Vacuum Pumps,Car & Truck Engine Vacuum Pumps, ,  ,Term Based BN?,  
1911,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air & Fuel Delivery,Other Air & Fuel Delivery,,42604,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air & Fuel Delivery > Other Air & Fuel Delivery,Other Car & Truck Air & Fuel Delivery, ,  ,Term Based BN?,  
1912,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,,,33542,4,Parent,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating,Car & Truck Air Conditioning & Heating, ,  ,Term Based BN?,  
1913,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,A/C Compressors & Clutches,,33543,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > A/C Compressors & Clutches,Car & Truck A/C Compressors & Clutches, ,  ,Term Based BN?,  
1914,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,A/C Condensers,,61864,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > A/C Condensers,Car & Truck A/C Condensers, ,  ,Term Based BN?,  
1915,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,A/C Evaporators,,33547,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > A/C Evaporators,Car & Truck A/C Evaporators, ,  ,Term Based BN?,  
1916,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,A/C Expansion Valves,,262074,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > A/C Expansion Valves,Car & Truck A/C Expansion Valves, ,  ,Term Based BN?,  
1917,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,A/C Hoses & Fittings,,33544,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > A/C Hoses & Fittings,Car & Truck A/C Hoses & Fittings, ,  ,Term Based BN?,  
1918,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,A/C Pressure Switches,,262075,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > A/C Pressure Switches,Car & Truck A/C Pressure Switches, ,  ,Term Based BN?,  
1919,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,A/C Receiver Dryers & Accumulators,,262076,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > A/C Receiver Dryers & Accumulators,Car & Truck A/C Receiver Dryers & Accumulators, ,  ,Term Based BN?,  
1920,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,Blowers & Fans,,262077,5,Parent,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > Blowers & Fans,Car & Truck Blowers & Fans, ,  ,Term Based BN?,  
1921,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,Blowers & Fans,HVAC Blower Modules & Resistors,262078,6,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > Blowers & Fans > HVAC Blower Modules & Resistors,Car & Truck HVAC Blower Module & Resistor, ,  ,Term Based BN?,  
1922,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,Blowers & Fans,HVAC Blower Motors & Wheels,33546,6,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > Blowers & Fans > HVAC Blower Motors & Wheels,Car & Truck HVAC Blower Motor & Wheel, ,  ,Term Based BN?,  
1923,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,Blowers & Fans,Additional Blower & Fan Parts,262079,6,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > Blowers & Fans > Additional Blower & Fan Parts,Car & Truck Additional Blower & Fan Parts, ,  ,Term Based BN?,  
1924,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,Cabin Air Filters,,61117,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > Cabin Air Filters,Car & Truck Cabin Air Filters, ,  ,Term Based BN?,  
1925,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,Heater Control Valves,,262080,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > Heater Control Valves,Car & Truck Heater Control Valves, ,  ,Term Based BN?,  
1926,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,Heater Cores,,262081,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > Heater Cores,Car & Truck Heater Cores, ,  ,Term Based BN?,  
1927,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,HVAC Control Unit Parts,,262082,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > HVAC Control Unit Parts,Car & Truck HVAC Control Unit Parts, ,  ,Term Based BN?,  
1928,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,HVAC Controls & Control Units,,33545,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > HVAC Controls & Control Units,Car & Truck HVAC Controls & Control Units, ,  ,Term Based BN?,  
1929,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,HVAC Temperature Sensors,,173863,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > HVAC Temperature Sensors,Car & Truck HVAC Temperature Sensors, ,  ,Term Based BN?,  
1930,100,US Motors,eBay Motors,Parts & Accessories,Car & Truck Parts & Accessories,Air Conditioning & Heating,HVAC Vent Actuators,,262083,5,Leaf,eBay Motors > Parts & Accessories > Car & Truck Parts & Accessories > Air Conditioning & Heating > HVAC Vent Actuators,Car & Truck HVAC Vent Actuators, ,  ,Term Based BN?,  
